2025-03-03 13:48:11,255 - ProgramSummaryTracker - INFO - Program Summary Tracker initialized. Saving reports to: KnowledgeBase/MediaCoverageAnalytics/KnowledgeBase/CompanyProfile/Acrylnagelproducten/ProgramSummaries
2025-03-03 13:48:11,256 - ProgramSummaryTracker - INFO - All classes and functions patched successfully
2025-03-03 13:52:28,540 - ProgramSummaryTracker - INFO - Recorded chatbot call: gpt-4o-mini, tokens: 1113 in, 11 out
2025-03-03 13:52:29,533 - ProgramSummaryTracker - INFO - Recorded chatbot call: gpt-4o-mini, tokens: 1108 in, 11 out
2025-03-03 13:52:30,389 - ProgramSummaryTracker - INFO - Recorded chatbot call: gpt-4o-mini, tokens: 1116 in, 8 out
2025-03-03 13:52:31,380 - ProgramSummaryTracker - INFO - Recorded chatbot call: gpt-4o-mini, tokens: 1118 in, 11 out
2025-03-03 13:52:32,445 - ProgramSummaryTracker - INFO - Recorded chatbot call: gpt-4o-mini, tokens: 1092 in, 11 out
2025-03-03 13:52:33,887 - ProgramSummaryTracker - INFO - Recorded chatbot call: gpt-4o-mini, tokens: 1100 in, 11 out
2025-03-03 13:52:34,880 - ProgramSummaryTracker - INFO - Recorded chatbot call: gpt-4o-mini, tokens: 1113 in, 11 out
2025-03-03 13:52:36,040 - ProgramSummaryTracker - INFO - Recorded chatbot call: gpt-4o-mini, tokens: 1101 in, 16 out
2025-03-03 13:52:37,103 - ProgramSummaryTracker - INFO - Recorded chatbot call: gpt-4o-mini, tokens: 1119 in, 16 out
2025-03-03 13:52:38,011 - ProgramSummaryTracker - INFO - Recorded chatbot call: gpt-4o-mini, tokens: 1109 in, 11 out
2025-03-03 13:52:40,702 - ProgramSummaryTracker - INFO - Recorded chatbot call: gpt-4o-mini, tokens: 1102 in, 16 out
2025-03-03 13:52:43,785 - ProgramSummaryTracker - INFO - Recorded chatbot call: gpt-4o-mini, tokens: 1108 in, 11 out
2025-03-03 13:52:45,037 - ProgramSummaryTracker - INFO - Recorded chatbot call: gpt-4o-mini, tokens: 1098 in, 16 out
2025-03-03 13:52:47,385 - ProgramSummaryTracker - INFO - Recorded chatbot call: gpt-4o-mini, tokens: 1100 in, 11 out
